Id,paxCount,salesChannel,tripTypeDesc,purchaseLead,lengthOfStay,flightHour,flightDay,rout,geoNetworkCountry,baggageCategory,seatCategory,fnbCategory,insFlag,flightDurationHour,insFlagT,seatCategoryT,fnbCategoryT
17489,1,Internet,RoundTrip,6,28,5,Thu,KTMMFM,Macau,1,0,1,0,4.75,No,No,Yes
17490,3,Internet,RoundTrip,7,45,5,Tue,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17491,1,Internet,RoundTrip,52,26,17,Fri,KTMMFM,Macau,1,0,0,1,4.75,Yes,No,No
17492,1,Internet,RoundTrip,46,29,2,Sat,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17493,1,Internet,RoundTrip,55,19,9,Fri,KTMMFM,Macau,1,0,0,1,4.75,Yes,No,No
17494,1,Internet,RoundTrip,76,22,15,Tue,KTMMFM,Macau,0,0,0,0,4.75,No,No,No
17495,1,Internet,RoundTrip,71,21,23,Sun,KTMMFM,Macau,1,0,0,1,4.75,Yes,No,No
17496,1,Internet,RoundTrip,29,27,14,Sun,KTMMFM,Macau,1,1,1,1,4.75,Yes,Yes,Yes
17497,1,Internet,RoundTrip,7,21,8,Fri,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17498,1,Internet,RoundTrip,2,21,4,Tue,KTMMFM,Macau,0,0,0,0,4.75,No,No,No
17499,1,Internet,RoundTrip,135,32,23,Sat,KTMMFM,Macau,1,0,0,1,4.75,Yes,No,No
17500,1,Internet,RoundTrip,13,26,12,Thu,KTMMFM,Macau,1,0,1,0,4.75,No,No,Yes
17501,1,Mobile,RoundTrip,1,32,18,Sat,KTMMFM,Macau,0,1,0,0,4.75,No,Yes,No
17502,1,Internet,RoundTrip,102,29,2,Thu,KTMMFM,Macau,1,0,0,1,4.75,Yes,No,No
17503,1,Internet,RoundTrip,95,40,11,Fri,KTMMFM,Macau,1,0,0,1,4.75,Yes,No,No
17504,2,Internet,RoundTrip,46,20,12,Thu,KTMMFM,Macau,0,0,1,1,4.75,Yes,No,Yes
17505,1,Internet,RoundTrip,81,21,13,Sat,KTMMFM,Macau,1,0,0,1,4.75,Yes,No,No
17506,1,Mobile,RoundTrip,16,26,1,Fri,KTMMFM,Macau,1,1,0,0,4.75,No,Yes,No
17507,1,Internet,RoundTrip,9,28,4,Wed,KTMMFM,Macau,1,0,1,0,4.75,No,No,Yes
17508,1,Internet,RoundTrip,91,28,6,Mon,KTMMFM,Macau,1,0,1,1,4.75,Yes,No,Yes
17509,1,Internet,RoundTrip,11,43,5,Wed,KTMMFM,Macau,1,0,0,1,4.75,Yes,No,No
17510,1,Internet,RoundTrip,1,30,4,Mon,KTMMFM,Macau,1,0,0,1,4.75,Yes,No,No
17511,2,Internet,RoundTrip,53,18,2,Thu,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17512,1,Internet,RoundTrip,37,29,3,Fri,KTMMFM,Macau,1,0,1,0,4.75,No,No,Yes
17513,1,Internet,RoundTrip,2,30,8,Mon,KTMMFM,Macau,1,1,1,1,4.75,Yes,Yes,Yes
17514,1,Internet,RoundTrip,35,26,2,Fri,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17515,1,Internet,RoundTrip,18,20,4,Thu,KTMMFM,Macau,0,0,0,1,4.75,Yes,No,No
17516,1,Internet,RoundTrip,9,20,14,Mon,KTMMFM,Macau,1,0,1,1,4.75,Yes,No,Yes
17517,1,Internet,RoundTrip,25,45,8,Thu,KTMMFM,Macau,1,0,1,0,4.75,No,No,Yes
17518,1,Internet,RoundTrip,16,25,1,Sat,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17519,1,Internet,RoundTrip,23,26,6,Mon,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17520,1,Internet,RoundTrip,11,32,8,Mon,KTMMFM,China,1,0,0,0,4.75,No,No,No
17521,1,Internet,RoundTrip,49,25,5,Wed,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17522,1,Internet,RoundTrip,15,28,4,Thu,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17523,1,Internet,RoundTrip,58,20,13,Thu,KTMMFM,Macau,1,0,1,0,4.75,No,No,Yes
17524,1,Internet,RoundTrip,2,17,8,Fri,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17525,1,Internet,RoundTrip,23,19,7,Fri,KTMMFM,Macau,1,0,1,1,4.75,Yes,No,Yes
17526,1,Internet,RoundTrip,2,20,6,Wed,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17527,1,Internet,RoundTrip,79,28,2,Fri,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17528,1,Internet,RoundTrip,3,30,11,Fri,KTMMFM,Macau,0,0,0,1,4.75,Yes,No,No
17529,1,Internet,RoundTrip,13,37,11,Thu,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17530,1,Internet,RoundTrip,11,29,4,Wed,KTMMFM,Macau,1,0,0,1,4.75,Yes,No,No
17531,1,Internet,RoundTrip,50,23,1,Sat,KTMMFM,Macau,1,0,1,1,4.75,Yes,No,Yes
17532,1,Internet,RoundTrip,2,25,14,Sat,KTMMFM,Macau,0,0,0,0,4.75,No,No,No
17533,1,Internet,RoundTrip,23,41,5,Mon,KTMMFM,Macau,1,0,1,0,4.75,No,No,Yes
17534,1,Internet,RoundTrip,73,30,14,Thu,KTMMFM,Macau,1,0,0,1,4.75,Yes,No,No
17535,1,Internet,RoundTrip,6,56,4,Tue,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17536,1,Mobile,RoundTrip,61,26,1,Thu,KTMMFM,Macau,1,1,1,1,4.75,Yes,Yes,Yes
17537,1,Internet,RoundTrip,56,33,10,Sun,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17538,1,Mobile,RoundTrip,5,20,3,Wed,KTMMFM,Macau,0,0,0,0,4.75,No,No,No
17539,1,Internet,RoundTrip,3,22,9,Mon,KTMMFM,Macau,0,0,0,0,4.75,No,No,No
17540,1,Internet,RoundTrip,31,93,4,Sun,KTMMFM,Macau,1,0,1,0,4.75,No,No,Yes
17541,1,Internet,RoundTrip,84,25,3,Mon,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17542,1,Internet,RoundTrip,54,21,7,Wed,KTMMFM,Macau,1,0,1,0,4.75,No,No,Yes
17543,1,Internet,RoundTrip,6,44,4,Sat,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17544,1,Internet,RoundTrip,32,20,3,Mon,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17545,1,Mobile,RoundTrip,0,32,8,Wed,KTMMFM,Macau,1,1,1,0,4.75,No,Yes,Yes
17546,1,Internet,RoundTrip,67,25,9,Thu,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17547,1,Internet,RoundTrip,91,17,3,Mon,KTMMFM,Macau,1,0,0,1,4.75,Yes,No,No
17548,1,Internet,RoundTrip,48,19,18,Mon,KTMMFM,Macau,1,0,1,1,4.75,Yes,No,Yes
17549,1,Internet,RoundTrip,8,30,8,Thu,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17550,1,Internet,RoundTrip,11,42,1,Fri,KTMMFM,Macau,0,0,0,0,4.75,No,No,No
17551,1,Internet,RoundTrip,56,24,5,Mon,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17552,1,Internet,RoundTrip,42,25,7,Fri,KTMMFM,Macau,1,0,0,1,4.75,Yes,No,No
17553,1,Internet,RoundTrip,32,20,2,Fri,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17554,1,Internet,RoundTrip,13,40,3,Mon,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17555,1,Internet,RoundTrip,6,21,2,Tue,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17556,1,Internet,RoundTrip,10,43,9,Fri,KTMMFM,Macau,1,0,0,0,4.75,No,No,No
17557,1,Internet,RoundTrip,16,78,5,Fri,KTMMYY,Malaysia,1,0,0,0,4.75,No,No,No
17558,1,Internet,RoundTrip,32,44,1,Sat,KTMMYY,Malaysia,1,0,0,0,4.75,No,No,No
17559,1,Internet,RoundTrip,6,43,3,Tue,KTMMYY,Malaysia,1,0,0,0,4.75,No,No,No
17560,1,Internet,RoundTrip,8,30,3,Thu,KTMMYY,Malaysia,1,0,0,0,4.75,No,No,No
17561,1,Internet,RoundTrip,15,92,3,Mon,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17562,1,Internet,RoundTrip,0,62,5,Wed,KTMPEN,Malaysia,0,0,0,0,4.75,No,No,No
17563,1,Internet,RoundTrip,27,55,6,Mon,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17564,1,Internet,RoundTrip,5,52,7,Thu,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17565,2,Internet,RoundTrip,25,45,8,Wed,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17566,1,Internet,RoundTrip,3,42,8,Mon,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17567,1,Internet,RoundTrip,25,77,8,Mon,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17568,1,Internet,RoundTrip,2,61,7,Tue,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17569,1,Internet,RoundTrip,41,92,9,Thu,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17570,1,Internet,RoundTrip,29,62,8,Mon,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17571,1,Internet,RoundTrip,134,29,1,Tue,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17572,1,Internet,RoundTrip,17,50,4,Fri,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17573,1,Internet,RoundTrip,32,90,3,Tue,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17574,1,Internet,RoundTrip,52,42,6,Fri,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17575,2,Internet,RoundTrip,32,44,10,Sun,KTMPEN,Malaysia,1,0,1,1,4.75,Yes,No,Yes
17576,1,Internet,RoundTrip,2,63,4,Fri,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17577,1,Internet,RoundTrip,70,96,6,Thu,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17578,2,Internet,RoundTrip,20,91,5,Tue,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17579,2,Internet,RoundTrip,34,47,9,Mon,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17580,1,Internet,RoundTrip,0,25,5,Wed,KTMPEN,Malaysia,0,0,0,1,4.75,Yes,No,No
17581,1,Internet,RoundTrip,26,63,8,Wed,KTMPEN,Malaysia,1,0,1,1,4.75,Yes,No,Yes
17582,1,Internet,RoundTrip,12,62,1,Fri,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17583,1,Internet,RoundTrip,13,60,5,Tue,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17584,1,Internet,RoundTrip,58,93,4,Mon,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17585,1,Internet,RoundTrip,15,45,4,Sat,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17586,1,Internet,RoundTrip,12,62,7,Wed,KTMPEN,Malaysia,1,1,1,0,4.75,No,Yes,Yes
17587,2,Internet,RoundTrip,14,43,6,Fri,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17588,1,Internet,RoundTrip,12,90,7,Wed,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17589,1,Internet,RoundTrip,28,61,6,Thu,KTMPEN,Malaysia,1,1,1,1,4.75,Yes,Yes,Yes
17590,1,Internet,RoundTrip,4,19,4,Fri,KTMPEN,Malaysia,1,1,1,1,4.75,Yes,Yes,Yes
17591,1,Internet,RoundTrip,14,90,1,Sat,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17592,1,Internet,RoundTrip,4,121,2,Wed,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17593,1,Internet,RoundTrip,5,60,9,Fri,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17594,1,Internet,RoundTrip,13,91,6,Wed,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17595,1,Internet,RoundTrip,21,62,2,Fri,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17596,1,Internet,RoundTrip,18,123,4,Thu,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17597,1,Internet,RoundTrip,8,72,9,Thu,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17598,1,Internet,RoundTrip,14,42,9,Thu,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17599,1,Internet,RoundTrip,18,93,12,Fri,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17600,1,Internet,RoundTrip,15,23,7,Wed,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17601,1,Internet,RoundTrip,29,44,10,Thu,KTMPEN,Malaysia,1,1,1,1,4.75,Yes,Yes,Yes
17602,1,Mobile,RoundTrip,87,67,13,Sun,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17603,1,Internet,RoundTrip,23,61,9,Tue,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17604,1,Internet,RoundTrip,10,45,4,Mon,KTMPEN,Malaysia,1,1,0,0,4.75,No,Yes,No
17605,1,Internet,RoundTrip,15,33,13,Fri,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17606,1,Internet,RoundTrip,16,75,8,Mon,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17607,1,Internet,RoundTrip,8,62,8,Tue,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17608,1,Internet,RoundTrip,25,31,8,Thu,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17609,1,Internet,RoundTrip,47,42,1,Tue,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17610,1,Internet,RoundTrip,9,40,6,Tue,KTMPEN,Malaysia,0,0,1,1,4.75,Yes,No,Yes
17611,1,Internet,RoundTrip,0,31,5,Mon,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17612,1,Internet,RoundTrip,15,31,7,Tue,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17613,1,Internet,RoundTrip,32,45,2,Thu,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17614,1,Internet,RoundTrip,54,59,2,Tue,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17615,1,Internet,RoundTrip,19,76,6,Wed,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17616,1,Internet,RoundTrip,11,57,7,Tue,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17617,1,Internet,RoundTrip,13,53,7,Fri,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17618,1,Internet,RoundTrip,26,203,6,Wed,KTMPEN,Malaysia,1,1,1,1,4.75,Yes,Yes,Yes
17619,1,Internet,RoundTrip,44,95,6,Wed,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17620,1,Internet,RoundTrip,1,36,9,Wed,KTMPEN,Malaysia,1,0,1,1,4.75,Yes,No,Yes
17621,1,Internet,RoundTrip,9,28,4,Wed,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17622,1,Internet,RoundTrip,5,52,4,Thu,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17623,1,Internet,RoundTrip,28,93,4,Wed,KTMPEN,Malaysia,1,0,1,1,4.75,Yes,No,Yes
17624,2,Internet,RoundTrip,33,94,10,Thu,KTMPEN,Malaysia,1,0,1,1,4.75,Yes,No,Yes
17625,2,Internet,RoundTrip,10,62,4,Fri,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17626,1,Internet,RoundTrip,13,28,10,Thu,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17627,1,Internet,RoundTrip,58,62,5,Wed,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17628,1,Internet,RoundTrip,11,69,9,Fri,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17629,1,Internet,RoundTrip,47,61,9,Fri,KTMPEN,Malaysia,1,1,0,0,4.75,No,Yes,No
17630,1,Internet,RoundTrip,4,49,9,Mon,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17631,1,Internet,RoundTrip,34,61,7,Fri,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17632,1,Internet,RoundTrip,3,92,12,Fri,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17633,1,Internet,RoundTrip,6,49,19,Tue,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17634,1,Internet,RoundTrip,32,61,8,Tue,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17635,2,Internet,RoundTrip,67,50,4,Mon,KTMPEN,Malaysia,1,0,1,1,4.75,Yes,No,Yes
17636,1,Internet,RoundTrip,13,33,3,Fri,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17637,2,Internet,RoundTrip,27,60,7,Tue,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17638,1,Internet,RoundTrip,12,32,4,Wed,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17639,1,Internet,RoundTrip,15,26,13,Tue,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17640,1,Internet,RoundTrip,12,59,4,Fri,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17641,1,Internet,RoundTrip,20,68,7,Fri,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17642,1,Internet,RoundTrip,77,41,9,Wed,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17643,1,Internet,RoundTrip,13,62,13,Tue,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17644,1,Internet,RoundTrip,17,48,15,Sat,KTMPEN,Malaysia,0,0,0,1,4.75,Yes,No,No
17645,2,Internet,RoundTrip,29,80,4,Wed,KTMPEN,Malaysia,1,0,1,1,4.75,Yes,No,Yes
17646,1,Internet,RoundTrip,32,64,1,Tue,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17647,1,Internet,RoundTrip,36,43,6,Wed,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17648,2,Internet,RoundTrip,115,56,3,Tue,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17649,1,Internet,RoundTrip,59,60,6,Tue,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17650,1,Internet,RoundTrip,34,30,3,Thu,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17651,1,Internet,RoundTrip,1,31,12,Mon,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17652,1,Internet,RoundTrip,12,45,10,Wed,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17653,1,Internet,RoundTrip,12,93,1,Fri,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17654,1,Internet,RoundTrip,12,45,10,Wed,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17655,1,Internet,RoundTrip,14,102,6,Mon,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17656,1,Internet,RoundTrip,7,92,15,Wed,KTMPEN,Malaysia,0,0,0,0,4.75,No,No,No
17657,1,Internet,RoundTrip,4,98,14,Sun,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17658,1,Internet,RoundTrip,70,30,8,Sun,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17659,1,Internet,RoundTrip,22,79,7,Sun,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17660,1,Internet,RoundTrip,25,76,7,Thu,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17661,2,Internet,RoundTrip,67,62,3,Fri,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17662,1,Internet,RoundTrip,49,62,5,Wed,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17663,1,Internet,RoundTrip,13,155,4,Mon,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17664,1,Internet,RoundTrip,32,99,1,Tue,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17665,1,Internet,RoundTrip,12,60,6,Mon,KTMPEN,Malaysia,1,0,1,1,4.75,Yes,No,Yes
17666,1,Internet,RoundTrip,7,61,1,Thu,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17667,1,Internet,RoundTrip,9,29,9,Thu,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17668,2,Internet,RoundTrip,26,47,10,Sat,KTMPEN,Malaysia,1,1,1,1,4.75,Yes,Yes,Yes
17669,1,Internet,RoundTrip,23,61,13,Mon,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17670,1,Internet,RoundTrip,8,38,7,Wed,KTMPEN,Malaysia,1,0,1,1,4.75,Yes,No,Yes
17671,1,Internet,RoundTrip,9,89,2,Thu,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17672,1,Internet,RoundTrip,5,17,2,Wed,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17673,1,Internet,RoundTrip,12,92,9,Wed,KTMPEN,Malaysia,1,0,1,1,4.75,Yes,No,Yes
17674,1,Internet,RoundTrip,25,63,2,Fri,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17675,1,Internet,RoundTrip,4,43,6,Tue,KTMPEN,Malaysia,1,1,0,1,4.75,Yes,Yes,No
17676,1,Internet,RoundTrip,9,58,14,Wed,KTMPEN,Malaysia,0,0,1,0,4.75,No,No,Yes
17677,1,Internet,RoundTrip,10,93,3,Wed,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17678,4,Internet,RoundTrip,4,58,8,Thu,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17679,2,Internet,RoundTrip,49,32,8,Thu,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17680,1,Internet,RoundTrip,5,30,6,Mon,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17681,1,Mobile,RoundTrip,1,24,7,Fri,KTMPEN,Malaysia,1,1,1,0,4.75,No,Yes,Yes
17682,1,Internet,RoundTrip,1,38,8,Wed,KTMPEN,Malaysia,0,0,0,0,4.75,No,No,No
17683,1,Internet,RoundTrip,14,28,3,Tue,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17684,1,Internet,RoundTrip,33,31,5,Thu,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17685,2,Internet,RoundTrip,39,63,5,Thu,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17686,1,Internet,RoundTrip,76,63,3,Wed,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17687,1,Internet,RoundTrip,47,60,2,Sun,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17688,1,Internet,RoundTrip,21,91,3,Sat,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17689,1,Internet,RoundTrip,63,53,2,Fri,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17690,1,Internet,RoundTrip,11,77,4,Mon,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17691,1,Internet,RoundTrip,13,268,2,Thu,KTMPEN,Malaysia,1,0,1,1,4.75,Yes,No,Yes
17692,1,Internet,RoundTrip,1,58,9,Tue,KTMPEN,Malaysia,0,0,0,0,4.75,No,No,No
17693,1,Internet,RoundTrip,44,31,2,Wed,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17694,2,Internet,RoundTrip,26,60,9,Fri,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17695,1,Internet,RoundTrip,9,93,15,Mon,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17696,1,Internet,RoundTrip,1,81,9,Tue,KTMPEN,Malaysia,0,0,0,1,4.75,Yes,No,No
17697,2,Internet,RoundTrip,26,92,4,Sat,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17698,2,Internet,RoundTrip,21,59,1,Fri,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17699,3,Internet,RoundTrip,53,69,13,Mon,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17700,3,Internet,RoundTrip,21,29,6,Thu,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17701,1,Internet,RoundTrip,8,32,9,Thu,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17702,1,Internet,RoundTrip,124,59,6,Thu,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17703,1,Internet,RoundTrip,0,54,9,Mon,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17704,1,Internet,RoundTrip,147,35,8,Fri,KTMPEN,Malaysia,0,0,0,1,4.75,Yes,No,No
17705,1,Internet,RoundTrip,2,85,3,Tue,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17706,1,Internet,RoundTrip,67,30,4,Fri,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17707,1,Internet,RoundTrip,32,34,5,Thu,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17708,1,Internet,RoundTrip,4,36,14,Thu,KTMPEN,Malaysia,1,1,1,1,4.75,Yes,Yes,Yes
17709,1,Mobile,RoundTrip,47,59,7,Sat,KTMPEN,Italy,1,0,0,0,4.75,No,No,No
17710,1,Internet,RoundTrip,34,49,2,Mon,KTMPEN,Malaysia,1,0,1,1,4.75,Yes,No,Yes
17711,1,Internet,RoundTrip,6,129,3,Thu,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17712,1,Internet,RoundTrip,16,67,10,Mon,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17713,2,Internet,RoundTrip,40,62,2,Wed,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17714,1,Internet,RoundTrip,54,41,8,Wed,KTMPEN,Malaysia,1,0,1,1,4.75,Yes,No,Yes
17715,1,Internet,RoundTrip,12,28,12,Thu,KTMPEN,Malaysia,0,0,0,0,4.75,No,No,No
17716,1,Internet,RoundTrip,4,62,8,Thu,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17717,1,Internet,RoundTrip,48,83,7,Thu,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17718,1,Internet,RoundTrip,32,53,10,Mon,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17719,2,Internet,RoundTrip,27,68,1,Fri,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17720,1,Internet,RoundTrip,3,36,7,Mon,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17721,1,Internet,RoundTrip,62,163,15,Tue,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17722,1,Internet,RoundTrip,8,21,4,Sun,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17723,1,Internet,RoundTrip,20,98,4,Wed,KTMPEN,Malaysia,1,0,0,0,4.75,No,No,No
17724,1,Internet,RoundTrip,3,33,7,Sat,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17725,1,Internet,RoundTrip,127,51,7,Thu,KTMPEN,Malaysia,1,0,0,1,4.75,Yes,No,No
17726,1,Internet,RoundTrip,163,93,6,Wed,KTMPEN,Malaysia,1,1,0,0,4.75,No,Yes,No
17727,1,Internet,RoundTrip,23,152,14,Tue,KTMPEN,Malaysia,1,0,1,0,4.75,No,No,Yes
17728,1,Internet,RoundTrip,10,31,4,Sat,KTMPEN,Malaysia,1,0,1,1,4.75,Yes,No,Yes
